sessionID,userID,kWhDelivered,Estimated_Revenue
2_39_131_30_2018-05-03 15:30:30.586439,,5.434,1.4693536
2_39_79_379_2018-05-03 15:32:53.214362,,0.58,0.156832
2_39_125_21_2018-05-03 15:35:45.492793,,12.818,3.465987
2_39_123_557_2018-05-03 15:36:09.605954,,0.807,0.21821278
2_39_90_440_2018-05-03 15:40:59.860088,,4.956,1.3401023
2_39_88_24_2018-05-03 15:44:39.205657,,2.128,0.5754112
2_39_127_19_2018-05-03 15:45:02.568476,,3.723,1.0066992
2_39_129_17_2018-05-03 15:51:11.237181,,11.489,3.1066256
2_39_78_362_2018-05-03 15:53:03.201108,,4.753,1.2852111
2_39_79_379_2018-05-03 16:00:20.362198,,2.892,0.7819967
2_39_123_23_2018-05-03 16:02:46.386787,,4.257,1.1510928
2_39_95_444_2018-05-03 16:04:18.550412,,2.138,0.57811517
2_39_92_436_2018-05-03 16:10:24.270046,,7.73,2.0901918
2_39_139_567_2018-05-03 16:11:49.848704,,14.434,3.9029534
2_39_88_438_2018-05-03 16:14:59.602427,,22.087,5.9723244
2_39_124_22_2018-05-03 16:17:31.707711,,8.7,2.35248
2_39_79_378_2018-05-03 16:57:57.831157,,7.493,2.026107
2_39_124_558_2018-05-03 17:00:18.478947,,4.763,1.2879151
2_39_129_563_2018-05-03 17:11:34.060779,,14.11,3.8153436
2_39_130_564_2018-05-03 17:13:39.828605,,12.406,3.3545823
2_39_79_381_2018-05-03 17:40:04.389611,,2.034,0.5499936
2_39_138_566_2018-05-03 17:56:03.760704,,5.949,1.6086094
2_39_79_380_2018-05-03 18:42:12.234634,,7.496,2.0269182
2_39_123_557_2018-05-03 19:24:50.966672,,1.45,0.39208
2_39_126_20_2018-05-03 19:27:39.771114,,10.153,2.745371
2_39_79_381_2018-05-03 19:48:39.984294,,6.912,1.8690047
2_39_79_377_2018-05-03 21:13:03.133763,,6.689,1.8087056
2_39_131_565_2018-05-03 21:34:37.282058,,10.286,2.7813344
2_39_139_567_2018-05-03 22:11:13.399208,,12.674,3.4270494
2_39_128_18_2018-05-03 22:16:01.816800,,4.724,1.2773695
2_39_78_365_2018-05-03 22:22:31.231692,,12.982,3.5103328
2_39_78_366_2018-05-03 23:24:49.627845,,0.535,0.144664
2_39_128_18_2018-05-03 23:53:25.163987,,3.573,0.96613914
2_39_138_29_2018-05-04 00:06:17.072221,,6.999,1.8925295
2_39_89_25_2018-05-04 00:29:16.457058,,0.886,0.23957439
2_39_79_379_2018-05-04 00:52:19.724133,,15.659,4.2341933
2_39_125_21_2018-05-04 00:54:27.790257,,13.917,3.7631567
2_39_95_27_2018-05-04 01:21:30.817410,,0.661,0.17873439
2_39_127_19_2018-05-04 01:30:01.976517,,12.014,3.2485855
2_39_129_563_2018-05-04 01:47:03.286721,,3.356,0.90746236
2_39_129_17_2018-05-04 01:51:45.226345,,10.121,2.7367184
2_39_138_29_2018-05-04 02:51:36.037420,,2.954,0.79876155
2_39_95_27_2018-05-04 03:01:32.356397,,10.211,2.7610543
2_39_139_28_2018-05-04 03:15:26.362613,,7.978,2.1572511
2_39_79_378_2018-05-04 03:24:59.597398,,6.577,1.7784208
2_39_131_30_2018-05-04 03:28:42.384551,,6.156,1.6645824
2_39_129_17_2018-05-04 04:42:15.415543,,13.991,3.7831662
2_39_79_376_2018-05-04 05:34:21.329854,,4.684,1.2665535
2_39_131_30_2018-05-04 05:59:10.570222,,14.019,3.7907374
2_39_79_377_2018-05-04 11:46:40.375754,,11.609,3.1390736
2_39_139_28_2018-05-04 12:24:38.546177,,2.98,0.805792
2_39_92_436_2018-05-04 13:22:35.838059,,1.511,0.4085744
2_39_89_25_2018-05-04 13:24:20.485992,,4.177,1.1294608
2_39_79_379_2018-05-04 14:14:19.211101,,2.73,0.73819196
2_39_95_27_2018-05-04 14:18:41.193707,,9.845,2.662088
2_39_79_383_2018-05-04 14:37:35.998790,,21.839,5.9052653
2_39_139_28_2018-05-04 14:39:04.909183,,14.034,3.7947936
2_39_91_437_2018-05-04 14:47:33.352455,,4.048,1.0945791
2_39_89_25_2018-05-04 14:57:20.550694,,14.928,4.036531
2_39_90_26_2018-05-04 15:01:49.764484,,3.561,0.9628944
2_39_79_381_2018-05-04 15:09:15.398986,,8.478,2.292451
2_39_88_24_2018-05-04 15:15:17.770700,,8.321,2.2499983
2_39_78_360_2018-05-04 15:16:52.229072,,6.445,1.742728
2_39_129_17_2018-05-04 15:20:03.751219,,13.948,3.771539
2_39_123_557_2018-05-04 15:20:27.756602,,9.981,2.6988623
2_39_78_367_2018-05-04 15:26:00.847656,,3.173,0.8579792
2_39_127_19_2018-05-04 15:26:35.698656,,5.245,1.4182479
2_39_124_22_2018-05-04 15:27:21.139217,,13.946,3.7709982
2_39_78_366_2018-05-04 15:35:06.398874,,16.157,4.3688526
2_39_78_365_2018-05-04 15:39:08.512581,,8.714,2.3562653
2_39_79_380_2018-05-04 15:40:00.167554,,5.19,1.403376
2_39_92_442_2018-05-04 15:42:05.327161,,8.316,2.2486463
2_39_123_23_2018-05-04 15:48:44.986155,,1.086,0.29365438
2_39_92_436_2018-05-04 15:51:22.587643,,25.556,6.910342
2_39_79_382_2018-05-04 15:52:28.244279,,16.328,4.4150906
2_39_79_378_2018-05-04 15:57:33.106151,,7.515,2.0320559
2_39_78_363_2018-05-04 16:05:43.733373,,4.657,1.2592528
2_39_91_441_2018-05-04 16:08:56.536445,,7.305,1.9752718
2_39_78_361_2018-05-04 16:14:27.576649,,8.212,2.2205248
2_39_89_439_2018-05-04 16:17:19.635061,,35.982,9.729532
2_39_79_376_2018-05-04 16:19:46.150751,,2.657,0.7184528
2_39_126_20_2018-05-04 16:19:48.549531,,1.212,0.32772478
2_39_78_364_2018-05-04 16:25:03.943602,,6.341,1.7146063
2_39_90_440_2018-05-04 16:31:02.928398,,4.806,1.2995424
2_39_78_362_2018-05-04 16:42:40.152177,,2.264,0.61218554
2_39_88_438_2018-05-04 16:55:30.775103,,11.539,3.1201453
2_39_88_24_2018-05-04 17:17:27.109241,,2.588,0.6997952
2_39_91_437_2018-05-04 17:28:12.511668,,6.044,1.6342976
2_39_83_386_2018-05-04 17:35:48.654136,,7.637,2.0650446
2_39_127_561_2018-05-04 17:54:33.446973,,6.94,1.876576
2_39_138_566_2018-05-04 18:23:42.582774,,9.183,2.483083
2_39_88_24_2018-05-04 18:51:46.019956,,2.473,0.6686992
2_39_123_23_2018-05-04 19:04:58.479537,,0.934,0.25255358
2_39_78_363_2018-05-04 19:08:36.642114,,0.55172193,0.1491856
2_39_78_360_2018-05-04 19:23:22.003265,,14.889,4.0259852
2_39_78_367_2018-05-04 19:23:51.897392,,0.9122969,0.24668507
2_39_128_18_2018-05-04 19:49:27.169880,,4.753,1.2852111
2_39_92_442_2018-05-04 20:37:06.340679,,3.23,0.873392
2_39_91_437_2018-05-04 21:00:56.499041,,6.279,1.6978415
2_39_79_376_2018-05-04 23:09:08.932726,,6.592,1.7824767
2_39_88_24_2018-05-04 23:17:34.271287,,4.823,1.3041391
2_39_128_18_2018-05-05 00:03:24.694180,,7.01,1.895504
2_39_88_24_2018-05-05 00:38:01.450610,,18.703,5.0572906
2_39_128_562_2018-05-05 00:48:43.135322,,2.568,0.6943872
2_39_138_29_2018-05-05 01:00:20.448565,,3.774,1.0204896
2_39_95_27_2018-05-05 01:17:38.960700,,28.545,7.718568
2_39_139_28_2018-05-05 01:42:10.352869,,13.922,3.7645087
2_39_125_21_2018-05-05 02:02:06.818615,,13.917,3.7631567
2_39_129_17_2018-05-05 02:31:37.700924,,13.796,3.730438
2_39_128_18_2018-05-05 02:33:09.515089,,13.72,3.709888
2_39_79_378_2018-05-05 02:47:48.225006,,5.428,1.4677311
2_39_78_360_2018-05-05 04:02:34.536178,,2.835,0.766584
2_39_79_383_2018-05-05 04:06:13.839687,,39.878,10.7830105
2_39_79_379_2018-05-05 04:20:02.973105,,16.507,4.4634924
2_39_78_366_2018-05-05 04:21:15.095281,,39.842,10.773276
2_39_92_436_2018-05-05 04:55:37.325495,,1.112,0.30068478
2_39_79_378_2018-05-05 04:56:35.832414,,6.607,1.7865326
2_39_78_367_2018-05-05 05:49:02.660703,,17.111,4.6268144
2_39_89_25_2018-05-05 06:01:39.784238,,23.716,6.412806
2_39_79_377_2018-05-05 11:40:28.388781,,4.493,1.2149072
2_39_128_18_2018-05-05 12:07:30.937074,,3.74,1.0112959
2_39_127_19_2018-05-05 14:00:45.571701,,4.01,1.084304
2_39_139_28_2018-05-05 14:38:40.755739,,13.912,3.7618046
2_39_79_380_2018-05-05 14:46:44.181190,,15.022,4.061949
2_39_129_17_2018-05-05 14:52:24.975775,,3.847,1.0402287
2_39_123_23_2018-05-05 15:03:41.867372,,6.94,1.876576
2_39_91_437_2018-05-05 15:10:29.077734,,5.982,1.6175327
2_39_79_381_2018-05-05 16:09:24.237564,,21.967,5.939876
2_39_129_17_2018-05-05 16:21:01.012881,,1.344,0.36341757
2_39_128_18_2018-05-05 16:41:55.225862,,12.381,3.3478222
2_39_91_441_2018-05-05 17:03:12.465172,,3.599,0.97316957
2_39_91_437_2018-05-05 17:51:23.657127,,37.49,10.137296
2_39_78_365_2018-05-05 18:18:21.850072,,33.013,8.926715
2_39_83_386_2018-05-05 18:20:05.276833,,15.737,4.255285
2_39_138_566_2018-05-05 18:49:13.490467,,13.91,3.7612638
2_39_79_383_2018-05-05 19:50:25.276410,,2.14,0.578656
2_39_127_19_2018-05-05 20:11:15.304599,,10.737,2.9032848
2_39_123_23_2018-05-05 20:16:38.010156,,5.884,1.5910335
2_39_78_360_2018-05-05 20:34:36.599417,,7.102,1.9203808
2_39_130_31_2018-05-05 21:01:17.687087,,6.983,1.888203
2_39_88_24_2018-05-05 21:43:03.243022,,41.913,11.333274
2_39_139_28_2018-05-05 22:01:52.476073,,4.529,1.2246414
2_39_95_27_2018-05-05 22:38:34.124317,,10.472,2.8316288
2_39_126_20_2018-05-05 22:43:36.275949,,9.672,2.6153088
2_39_126_20_2018-05-06 00:56:24.209671,,12.903,3.488971
2_39_79_378_2018-05-06 01:20:26.216675,,6.9,1.86576
2_39_78_367_2018-05-06 01:59:41.719902,,10.879,2.9416814
2_39_78_366_2018-05-06 02:06:48.920196,,2.302,0.6224608
2_39_139_28_2018-05-06 02:17:22.007560,,13.919,3.7636974
2_39_129_17_2018-05-06 03:17:24.542130,,8.065,2.180776
2_39_124_558_2018-05-06 04:24:58.711889,,7.364,1.9912255
2_39_129_17_2018-05-06 05:38:57.079839,,13.967,3.7766767
2_39_89_25_2018-05-06 05:47:24.300976,,0.69,0.186576
2_39_139_28_2018-05-06 08:49:59.279813,,13.909,3.7609935
2_39_78_367_2018-05-06 09:14:12.491915,,13.729,3.7123215
2_39_89_25_2018-05-06 15:45:43.742822,,6.814,1.8425056
2_39_78_366_2018-05-06 16:13:04.844324,,24.198,6.543139
2_39_128_18_2018-05-06 16:24:55.111425,,13.917,3.7631567
2_39_79_379_2018-05-06 16:41:52.030281,,4.961,1.3414544
2_39_138_566_2018-05-06 17:04:10.958656,,13.902,3.7591007
2_39_89_25_2018-05-06 18:59:01.323534,,1.87,0.50564796
2_39_89_25_2018-05-06 19:44:52.009735,,3.517,0.95099676
2_39_129_17_2018-05-06 20:24:01.841506,,1.831,0.49510238
2_39_128_18_2018-05-06 21:07:47.837900,,2.373,0.64165914
2_39_90_440_2018-05-06 22:05:33.281900,,10.605,2.8675919
2_39_79_383_2018-05-06 22:47:29.088570,,6.014,1.6261855
2_39_127_19_2018-05-06 23:49:23.355584,,6.516,1.7619263
2_39_129_17_2018-05-07 00:18:18.612460,,13.896,3.7574782
2_39_79_381_2018-05-07 00:42:10.658967,,17.012,4.6000443
2_39_138_566_2018-05-07 00:43:24.538993,,12.847,3.4738288
2_39_127_19_2018-05-07 01:06:41.691462,,10.671,2.8854382
2_39_139_28_2018-05-07 01:15:13.458521,,13.882,3.7536926
2_39_124_22_2018-05-07 01:29:10.068137,,8.849,2.3927696
2_39_138_29_2018-05-07 01:34:26.712962,,1.93,0.521872
2_39_79_379_2018-05-07 01:55:47.655806,,7.091,1.9174063
2_39_79_376_2018-05-07 02:08:38.595809,,16.038,4.336675
2_39_138_29_2018-05-07 02:11:45.091505,,13.899,3.7582896
2_39_129_17_2018-05-07 03:27:59.271923,,14.352,3.8807807
2_39_127_19_2018-05-07 06:27:32.338186,,4.109,1.1110736
2_39_78_366_2018-05-07 11:51:15.633382,,16.71258,4.519081
2_39_138_566_2018-05-07 11:53:09.795315,,15.545343,4.2034607
2_39_123_23_2018-05-07 13:18:55.316809,,3.768,1.0188671
2_39_78_365_2018-05-07 14:13:13.121412,,14.158337,3.828414
2_39_79_379_2018-05-07 14:13:13.961273,,1.647,0.44534877
2_39_139_28_2018-05-07 14:38:17.789708,61.0,27.683,7.485483
2_39_91_437_2018-05-07 14:47:57.413190,,23.572,6.3738685
2_39_78_362_2018-05-07 14:54:35.762620,,9.091059,2.4582222
2_39_79_383_2018-05-07 14:54:43.776112,,2.814,0.76090556
2_39_79_382_2018-05-07 14:55:40.831208,,9.455,2.5566318
2_39_79_380_2018-05-07 15:04:06.994030,,12.147,3.2845488
2_39_79_381_2018-05-07 15:07:32.699560,,17.31,4.6806235
2_39_79_376_2018-05-07 15:10:44.521023,,13.794,3.7298973
2_39_78_360_2018-05-07 15:14:22.010868,,5.2392683,1.4166981
2_39_128_18_2018-05-07 15:15:53.822599,,0.865,0.23389599
2_39_78_361_2018-05-07 15:18:07.933517,,4.898,1.324419
2_39_89_25_2018-05-07 15:19:17.093288,,1.761,0.47617438
2_39_95_27_2018-05-07 15:20:25.988095,,8.413,2.2748752
2_39_123_23_2018-05-07 15:21:18.503581,,46.331,12.527903
2_39_138_29_2018-05-07 15:23:22.319967,,9.486,2.5650144
2_39_92_442_2018-05-07 15:25:50.974177,,6.85,1.8522398
2_39_131_30_2018-05-07 15:28:59.669352,,5.372,1.4525888
2_39_130_31_2018-05-07 15:32:08.115597,,20.437,5.5261645
2_39_78_367_2018-05-07 15:36:20.026323,,3.579,0.9677616
2_39_124_22_2018-05-07 15:45:25.254075,,11.887,3.2142446
2_39_78_364_2018-05-07 15:45:29.362665,,10.272925,2.777799
2_39_90_440_2018-05-07 15:50:28.687458,,6.408,1.7327231
2_39_89_439_2018-05-07 20:47:49.332393,,3.87,1.0464479
2_39_125_21_2018-05-07 20:47:49.457562,,7.642,2.0663967
2_39_123_557_2018-05-07 20:47:49.590359,,2.536,0.6857344
2_39_95_444_2018-05-07 20:47:49.723651,,14.295,3.865368
2_39_127_19_2018-05-07 20:47:50.396475,,1.585,0.42858398
2_39_139_567_2018-05-07 20:47:50.862655,,14.967,4.0470767
2_39_88_24_2018-05-07 20:47:51.748001,,2.42,0.654368
2_39_91_441_2018-05-07 20:47:53.844319,,8.984,2.4292736
2_39_130_564_2018-05-07 20:47:54.862344,,13.932,3.7672126
2_39_90_26_2018-05-07 20:47:55.140558,,2.628,0.71061116
2_39_78_363_2018-05-07 20:48:27.988148,,12.484,3.3756735
2_39_79_377_2018-05-07 20:51:07.782441,,1.016,0.2747264
2_39_88_24_2018-05-07 20:54:07.311577,,1.539,0.4161456
2_39_78_366_2018-05-07 20:59:27.886134,,3.065,0.828776
2_39_79_377_2018-05-07 21:43:40.120926,,1.376,0.3720704
2_39_88_24_2018-05-07 23:00:13.545534,,18.754,5.071081
2_39_79_379_2018-05-08 00:09:42.641565,,6.399,1.7302896
2_39_131_30_2018-05-08 00:25:32.559710,,13.968,3.776947
2_39_129_17_2018-05-08 00:52:16.067536,,13.919,3.7636974
2_39_130_564_2018-05-08 00:58:04.271170,,1.895,0.51240796
2_39_125_21_2018-05-08 01:13:07.662681,,6.161,1.6659342
2_39_139_28_2018-05-08 01:17:07.362704,,7.027,1.9001007
2_39_95_27_2018-05-08 01:18:50.113486,,0.823,0.22253919
2_39_78_360_2018-05-08 01:44:55.169977,,11.965,3.2353358
2_39_127_19_2018-05-08 01:46:42.477648,,13.217,3.5738766
2_39_138_29_2018-05-08 02:24:05.959372,,10.405,2.8135118
2_39_125_21_2018-05-08 03:25:28.304874,,12.924,3.4946494
2_39_91_437_2018-05-08 03:54:23.442851,,22.734,6.147273
2_39_79_379_2018-05-08 03:54:59.318476,,6.71,1.814384
2_39_79_378_2018-05-08 04:20:10.657533,,16.106,4.3550625
2_39_79_380_2018-05-08 04:24:27.988521,,11.505,3.110952
2_39_79_376_2018-05-08 04:51:05.624435,,15.448,4.177139
2_39_92_436_2018-05-08 05:19:35.281335,,8.163,2.2072752
2_39_139_28_2018-05-08 05:35:37.904280,,13.938,3.768835
2_39_139_567_2018-05-08 05:49:03.510202,,9.365,2.5322957
2_39_138_566_2018-05-08 11:54:27.203379,,6.502,1.7581407
2_39_79_377_2018-05-08 11:56:05.564277,,11.5,3.1095998
2_39_129_17_2018-05-08 13:21:19.938616,,3.909,1.0569935
2_39_79_380_2018-05-08 13:49:49.472501,,14.997,4.0551887
2_39_127_19_2018-05-08 14:04:48.479927,,13.974,3.7785695
2_39_78_367_2018-05-08 14:12:17.982801,,11.985136,3.2407806
2_39_79_381_2018-05-08 14:12:21.047326,,2.697,0.7292688
2_39_95_27_2018-05-08 14:24:48.314736,,9.628,2.6034112
2_39_138_29_2018-05-08 14:35:45.794690,,12.557,3.3954127
2_39_79_382_2018-05-08 14:52:30.948931,,6.706,1.8133023
2_39_79_383_2018-05-08 14:55:10.881532,,12.123,3.278059
2_39_78_366_2018-05-08 15:08:56.589703,,8.214,2.2210655
2_39_88_24_2018-05-08 15:08:58.724957,,10.534,2.8483937
2_39_92_442_2018-05-08 15:10:00.561895,,2.421,0.65463835
2_39_78_365_2018-05-08 15:20:15.405818,,3.859,1.0434736
2_39_123_557_2018-05-08 15:32:55.423716,,13.986,3.7818143
2_39_78_362_2018-05-08 15:34:56.454476,,2.069,0.5594576
2_39_78_361_2018-05-08 15:36:21.076847,,10.098,2.730499
2_39_131_30_2018-05-08 15:40:02.972121,,5.396,1.4590783
2_39_89_25_2018-05-08 15:41:58.397540,,1.713,0.4631952
2_39_79_378_2018-05-08 15:42:14.446014,,10.201,2.7583504
2_39_78_364_2018-05-08 15:43:45.634833,,1.85,0.50023997
2_39_91_441_2018-05-08 15:45:31.459662,,1.913,0.51727515
2_39_90_440_2018-05-08 15:46:00.289825,,8.51,2.301104
2_39_139_567_2018-05-08 15:52:34.219209,,6.313,1.7070352
2_39_129_17_2018-05-08 16:03:53.199672,,3.943,1.0661871
2_39_123_23_2018-05-08 16:09:29.686546,,3.826,1.0345503
2_39_125_21_2018-05-08 16:12:12.187081,,6.655,1.799512
2_39_130_31_2018-05-08 16:13:07.600155,,14.199,3.8394096
2_39_95_444_2018-05-08 16:14:14.643243,,17.318,4.6827874
2_39_79_377_2018-05-08 16:16:26.254431,,2.503,0.67681116
2_39_128_18_2018-05-08 16:16:27.436645,,7.759,2.0980334
2_39_92_436_2018-05-08 16:21:53.229844,,6.33,1.7116319
2_39_78_363_2018-05-08 16:32:24.950940,,6.491,1.7551664
2_39_79_379_2018-05-08 16:41:03.315893,,1.831,0.49510238
2_39_88_438_2018-05-08 16:41:11.127642,,16.053,4.3407307
2_39_127_561_2018-05-08 16:55:22.463361,,4.65,1.25736
2_39_128_562_2018-05-08 16:59:39.739044,,11.94,3.2285757
2_39_130_564_2018-05-08 17:02:34.147126,,2.817,0.7617167
2_39_131_30_2018-05-08 19:28:28.911165,,0.694,0.1876576
2_39_131_30_2018-05-08 19:44:26.623172,,7.172,1.9393086
2_39_79_377_2018-05-08 19:53:10.421255,,6.757,1.8270928
2_39_130_564_2018-05-08 20:02:04.106197,,7.149,1.9330896
2_39_91_437_2018-05-08 20:06:38.497174,,2.556,0.6911424
2_39_78_365_2018-05-08 20:46:51.455493,,4.126,1.1156703
2_39_127_19_2018-05-08 22:28:19.156702,,12.469,3.3716173
2_39_139_567_2018-05-08 22:44:57.930349,,13.892,3.7563968
2_39_128_18_2018-05-08 22:58:28.665622,,6.794,1.8370975
2_39_131_565_2018-05-08 23:25:14.500226,,13.672,3.6969087
2_39_79_380_2018-05-09 00:22:53.795815,,16.549,4.474849
2_39_79_381_2018-05-09 00:29:39.138811,,2.494,0.67437756
2_39_92_442_2018-05-09 00:39:22.602495,,2.918,0.78902715
2_39_90_440_2018-05-09 01:23:31.127524,,13.114,3.5460255
2_39_131_30_2018-05-09 01:25:58.087027,,12.037,3.2548046
2_39_139_28_2018-05-09 01:37:24.450638,,6.791,1.8362863
2_39_129_17_2018-05-09 01:50:51.414946,,6.562,1.7743647
2_39_125_21_2018-05-09 02:04:49.312004,,1.986,0.53701437
2_39_138_29_2018-05-09 03:14:17.346791,,9.014,2.4373856
2_39_79_378_2018-05-09 03:37:44.099449,,6.575,1.7778798
2_39_139_567_2018-05-09 06:12:49.154060,,13.914,3.7623453
2_39_78_366_2018-05-09 11:47:49.002649,,11.613,3.140155
2_39_131_30_2018-05-09 12:18:17.418387,,3.075,0.83147997
2_39_89_25_2018-05-09 13:23:15.266415,,3.509,0.9488336
2_39_95_27_2018-05-09 13:56:10.476963,,9.892,2.6747968
2_39_79_379_2018-05-09 14:16:05.096317,,2.59,0.7003359
2_39_78_365_2018-05-09 14:17:16.562283,,7.081,1.9147023
2_39_78_360_2018-05-09 14:24:32.933287,,2.231,0.60326236
2_39_139_28_2018-05-09 14:36:05.254666,,5.888,1.5921152
2_39_79_382_2018-05-09 14:52:38.238982,,7.02,1.8982079
2_39_79_380_2018-05-09 15:02:27.875990,,10.165,2.748616
2_39_138_29_2018-05-09 15:05:58.832817,,12.818,3.465987
2_39_88_24_2018-05-09 15:07:43.867261,,9.715,2.626936
2_39_78_363_2018-05-09 15:21:40.460898,,4.632,1.2524928
2_39_78_367_2018-05-09 15:25:51.958611,,12.527,3.3873007
2_39_91_437_2018-05-09 15:25:55.174885,,3.085,0.834184
2_39_91_441_2018-05-09 15:28:31.270249,,18.489,4.9994254
2_39_92_436_2018-05-09 15:29:40.201077,,5.857,1.5837327
2_39_92_442_2018-05-09 15:30:53.441950,,2.035,0.550264
2_39_79_377_2018-05-09 15:33:23.572032,,2.409,0.65139353
2_39_131_30_2018-05-09 15:39:51.504250,,5.258,1.4217631
2_39_126_20_2018-05-09 15:44:04.847316,,9.439,2.5523055
2_39_78_364_2018-05-09 15:47:16.400687,,4.663299,1.260956
2_39_124_22_2018-05-09 15:49:45.225327,,14.034,3.7947936
2_39_89_25_2018-05-09 15:52:05.088813,,1.714,0.46346557
2_39_79_383_2018-05-09 15:53:41.870556,,26.328,7.1190906
2_39_139_567_2018-05-09 15:55:50.426943,,10.567,2.8573167
2_39_78_361_2018-05-09 15:59:41.019142,,6.706,1.8133023
2_39_123_557_2018-05-09 16:03:16.021281,,4.156,1.1237824
2_39_95_444_2018-05-09 16:06:37.902682,,10.286,2.7813344
2_39_89_439_2018-05-09 16:15:11.476105,,23.972,6.4820285
2_39_90_440_2018-05-09 16:15:46.066303,,12.027,3.2521007
2_39_78_362_2018-05-09 16:17:30.719170,,21.302,5.760061
2_39_123_23_2018-05-09 16:23:45.324730,,9.481,2.5636623
2_39_130_564_2018-05-09 16:38:44.054544,,8.742,2.3638365
2_39_79_378_2018-05-09 16:40:44.702741,,7.471,2.0201583
2_39_127_561_2018-05-09 16:50:26.875164,,7.631,2.0634222
2_39_131_565_2018-05-09 16:55:34.637433,,11.267,3.0465968
2_39_126_560_2018-05-09 19:03:37.437999,,4.021,1.0872784
2_39_92_436_2018-05-09 19:17:30.782110,,6.807,1.8406128
2_39_88_24_2018-05-09 19:35:38.274998,,1.498,0.4050592
2_39_125_21_2018-05-09 19:54:32.180224,,13.041,3.5262864
2_39_79_382_2018-05-09 20:17:56.412140,,8.538,2.308675
2_39_139_567_2018-05-09 20:29:31.156499,,4.457,1.2051727
2_39_79_380_2018-05-09 20:46:24.760894,,2.999,0.8109296
2_39_78_361_2018-05-09 20:49:13.514408,,16.548,4.474579
2_39_78_367_2018-05-09 20:57:12.340603,,2.999,0.8109296
2_39_125_559_2018-05-09 21:01:59.249564,,1.135,0.306904
2_39_92_442_2018-05-09 22:31:06.091934,,8.6,2.32544
2_39_78_366_2018-05-09 23:04:48.578052,,3.382,0.9144927
2_39_78_360_2018-05-09 23:20:36.367569,,4.15,1.12216
2_39_79_378_2018-05-09 23:53:41.666315,,15.69,4.2425756
2_39_79_380_2018-05-10 00:03:07.092297,,11.55,3.1231198
2_39_79_382_2018-05-10 00:15:45.603995,,2.411,0.6519344
2_39_79_379_2018-05-10 00:22:45.176076,,15.46,4.1803837
2_39_139_28_2018-05-10 01:02:35.494630,,8.25,2.2308
2_39_131_30_2018-05-10 01:12:42.428856,,9.756,2.6380222
2_39_89_439_2018-05-10 01:37:51.940130,,1.998,0.5402592
2_39_125_21_2018-05-10 01:47:52.866284,,7.389,1.9979855
2_39_138_29_2018-05-10 01:49:53.783140,,8.419,2.2764974
2_39_127_19_2018-05-10 01:50:32.816499,,5.397,1.4593487
2_39_78_362_2018-05-10 01:51:45.790719,,4.388,1.1865151
2_39_78_366_2018-05-10 02:25:07.319247,,10.744,2.9051776
2_39_79_381_2018-05-10 02:50:57.997427,,16.145,4.3656077
2_39_123_23_2018-05-10 02:57:21.240369,,4.668,1.2622272
2_39_139_28_2018-05-10 03:06:27.815752,,3.965,1.0721359
2_39_129_17_2018-05-10 03:10:19.929032,,2.813,0.76063514
2_39_128_562_2018-05-10 03:50:48.532189,,2.549,0.6892496
2_39_79_377_2018-05-10 04:48:58.607433,,6.539,1.7681456
2_39_91_437_2018-05-10 05:09:31.639582,,41.918,11.334626
2_39_78_366_2018-05-10 12:01:23.693729,,11.529,3.1174414
2_39_95_27_2018-05-10 13:30:29.707624,,14.403,3.894571
2_39_78_365_2018-05-10 14:11:58.262189,,9.952,2.6910205
2_39_139_28_2018-05-10 14:45:55.870618,,6.27,1.6954079
2_39_79_380_2018-05-10 14:47:32.293975,,7.851,2.1229103
2_39_129_17_2018-05-10 14:51:58.604793,,9.206,2.4893024
2_39_88_24_2018-05-10 15:07:12.332251,,17.463,4.721995
2_39_79_379_2018-05-10 15:13:32.393744,,3.702,1.0010207
2_39_91_441_2018-05-10 15:14:28.401777,,8.612,2.3286848
2_39_79_383_2018-05-10 15:17:18.561577,,6.091,1.6470064
2_39_79_378_2018-05-10 15:22:03.236589,,6.814,1.8425056
2_39_90_440_2018-05-10 15:25:55.041048,,1.545,0.41776797
2_39_131_30_2018-05-10 15:27:50.468372,,4.949,1.3382095
2_39_79_376_2018-05-10 15:30:34.849579,,2.512,0.6792448
2_39_90_26_2018-05-10 15:34:20.475008,,5.863,1.5853552
2_39_78_360_2018-05-10 15:43:28.395578,,9.871,2.6691184
2_39_78_363_2018-05-10 15:46:25.450343,,5.046,1.3644383
2_39_127_19_2018-05-10 15:52:44.801300,,3.218,0.87014717
